"Name","URL","Class","Status","Description"
"Emergent One","http://emergentone.com/",,"Failed","Emergent One generates a complete and customized REST API for an existing application. Once the API is created they tailor a personal developer portal, detailed analytics, custom client bindings, and automatically generated documentation. They’re the complete API solution, right out of the box!"
"Enertiv","http://www.enertiv.com/",,"Active","Enertiv is revolutionizing the way energy is managed in buildings, by making real-time energy data accessible, intuitive and actionable. As an energy technology company, we develop affordable, action-oriented, energy management solutions. We design and manufacture proprietary energy meters and sensors, develop cutting-edge energy management software and provide recommendations on reducing consumption. Through intuitive visualizations we guide owners, occupants, and operators as how to most effectively manage their energy use. Connell and Pasha’s vision is to improve energy efficiency by revolutionizing the way people view and interact with energy data. The two met at Babson College, while studying entrepreneurship. Before Enertiv, Connell was a management consultant and worked closely with CEOs and CMOs of several Fortune 500 companies like Reynolds and Bayer. Pasha lead a software development team, managing a private cloud roll-out at a datacenter in NYC."
"Epic Playground","http://epicplayground.com/",,"Active","Today’s consumer is wiser, and spends less time than ever ""looking through the mail."" So what do marketers do? Spend more time and money on targeting—honing assumptions and beliefs. Here’s a better idea. BOOST builds a mailing list of people that have already found your website, and are already interested in your products and services. 24 hours a day, seven days a week, BOOST is building a new lead list—one based on actual consumer intent, one that you can download at any time with no fees, and a list that will only get better with time."
"eRated","http://erated.co/",,"Active","eRated (http://erated.co) creates a single identity for e-commerce sites, allowing online buyers and sellers to utilize their already existing reputation everywhere they go. By using a universal identity, sellers are able to operate in more marketplaces, reach more customers and increase their conversion rates and sales as they no longer need to re-build their reputation (ratings, reviews and comments) in each site. eRated uses a widget displayed in partner sites that aggregates and summarizes the sellers ratings and feedback earned across various marketplace, increasing user trust. The founders are all veterans of elite Israeli army tech units and alumni of the Zell Entrepreneurship Program (Israel’s most prominent student accelerator program)."
"EventVue","http://www.eventvue.com/",,"Failed","EventVue builds online communities for conferences in order to improve conference networking amongst individuals. EventVue lets you see other attendees, search for others based on mutual interests, and also connect before the conference. EventVue is a TechStars company."
"Everlater","http://www.everlater.com/",,"Acquired","Travel Blogging Platform and Customer Engagement Software for the Tour Industry"
"EverTrue","http://www.evertrue.com/",,"Active","EverTrue is an intelligence platform that connects non-profit donor databases to the social graph."
"EveryMove","http://everymove.org/",,"Active","EveryMove enables insurance companies, brands, and employers to provide incentives based on your healthy choices. We aggregate personal data tracking application and device information to create a standard format of lifestyle data. That data can then be used by companies to deliver rewards (think a good driver discount for health). When you make healthy choices, everyone wins….especially you."
"ExpenseBot","https://expensebot.com/",,"Active","All businesses suffer cash-flow and operational challenges from employee procrastination on expenses. Busy workers lose productive hours monthly to archaic expense reporting practices. ExpenseBot offers an automated end-to-end solution for expense report creation, approval, and reimbursement. Employees save up to 90% of time they would typically spend on expense report creation, achieving a higher level of accuracy and compliance."
"Experiment Engine","http://www.experimentengine.com/",,"Active","Experiment is an an A/B testing platform backed by a marketplace of conversion rate experts"
"Factor.io","http://factor.io/",,"Active","Factor.io is a service that makes it easy for developers to define and integrate their continuous deployment and integration workflow. Development teams spend over 30% of their developer resources building the process for deploying and managing their apps and infrastructure, like “Deploy my app to AWS when I push to Github”. Most of this time is spent glueing together numerous services (e.g. Github, AWS, Hipchat) and technologies (e.g. Chef, Salt Stack) to work in a cohesive workflow. Factor.io relieves developers of building this veneer layer of glue by connecting all the services and technologies using a simple workflow."
"Fairwaves","https://fairwaves.co/",,"Active","Fairwaves solves a fundamental issue for mobile operators in developing countries - turns rural coverage form unprofitable and subsidized to profitable. Fairwaves develops a turn-key technology, which is radically affordable and allows operators to shorten time to revenue for a rural site from 6 months to less than a month. At the same time the technology is compatible with traditional infrastructure and allows seamless integration with existing networks."
"FaithStreet","http://www.faithstreet.com/",,"Active","FaithStreet helps people find and connect with churches across America. Get Your Church Signed Up Today!"
"Fancred","http://fancred.com/",,"Active","Fancred is a social media platform dedicated for sports fans. Fancred is the first mobile destination that lets fans build their sports credibility. Founded in August 2012 by Hossein Kash Razzaghi, Jeremy Merle, and Craig Johnson, and Michael Pan. Product launch is set for early 2013."
"Fanzo","http://www.fanzo.me/",,"Active","Where fans rule. We rank fans and the content they share. | Top 10 team (out of 600) selected for Microsoft/TechStars Azure Accelerator. #Fanzo"
"Fashion Metric","http://www.fashionmetric.com/",,"Active","Predictive analytics for a shoppers' body measurements to increase online retail conversions and reduce returns"
"Fashion Project","http://fashionproject.com/",,"Active","Fashion Project lets you DONATE your high-end clothes, shoes, and accessories right on our website to the charity of your choice. You can also SHOP for these coveted, designer items (at an amazing price) knowing the majority of the proceeds will go to a great cause."
"Fetchnotes","http://fetchnotes.com/",,"Failed","Fetchnotes is a note-taking and organization tool that gets your tasks, ideas, reminders and more out of your brain and into your workflow. It uses dynamic, tag-based organization so that you can spend less time trying to structure and organize your notes and more time acting on them. You’re also never more than a couple clicks away from jotting down that awesome idea or viewing your grocery list â€” because you can add notes by text messaging or calling in, you can even add notes on old feature phones."
"Filament Labs","http://filamentlabs.co/",,"Active","Filament Labs is building a patient engagement platform, giving health professionals tools to manage their patients when they are away from the clinic. We specialize in outpatient settings of care, with an initial focus on the infusion & dialysis space, a 14,000 clinic / $27B market. By early Q1, we will power patient engagement for 20 clinics nationwide. Our first customer is also an investor, with strategic involvement from a large speciality pharmaceutical supplier. Filament Labs is a Techstars Austin '13 company. Filament's founders have previous exits to WebMD, Expedia & Rev Worldwide."
"Filtrbox","https://www.jivesoftware.com/",,"Acquired","social media monitoring & analytics"
"Final","http://getfinal.com/",,"Active","FinalCard keeps you safe and puts you in control."
"Findit","http://www.getfindit.com/",,"Failed","FindIt will make your phone the first place you search for your information. FindIt is innovating on the actual experience of search to make it natural and touch friendly to search across cloud applications using your phone. Currently, FindIt makes it easy (on iOS or Android) to search across multiple Gmail, Dropbox, and Google Drive accounts at the same time using your phone."
"FitBark","http://www.fitbark.com/",,"Active","FitBark is a beautiful activity monitor that provides owners and caregivers a mobile platform to better care for their dogs while offering breakthrough insights to the pet care industry."
"FitCause","www.fitcause.com",,"Active","FitCause is a social fundraising platform empowering individuals to turn everyday motion into a charitable donation. We make it simple for users to fundraise for causes by leveraging fitness data from activity trackers. We also work with corporations to develop and sponsor group missions that set goals of fitness data, and link it to corporate donations. With FitCause, everyone now has the ability to do well for themselves and do well for the world at the same time."
"FitDeck Mobile","http://www.mobilexware.com/",,"Active","Mobile applications"
"FlexMinder","http://www.flexminder.com/",,"Active","FlexMinder is revolutionizing the healthcare industry by changing the way third party administrators (TPAs) handle claims, and helping consumers fall in love with their flexible spending arrangements and healthcare reimbursement accounts. FlexMinder automates the claims submission process for participants and helps TPAs dramatically reduce manual processing time and costs. Based in Seattle, Washington, FlexMinder was selected in 2011 to participate in the prestigious TechStars incubator program, and announced $1.4 million in Series AA financing to fund future growth in January 2013."
"Flextrip","http://flextrip.com/",,"Acquired","Flextrip is the world's largest tours & activities marketplace and distribution network. We provide APIs and direct marketing tools to online travel companies to leverage our database of tens of thousands of bookable activities. Flextrip is based in Boulder, Colorado."
"Flinja","http://www.flinja.com/",,"Active","Flinja is a website dedicated to connecting students and alumni through jobs. Flinja provides students and alumni in their college network a safe place to hire each other through a secure third-party payment system. On Flinja, both students and alumni can post a service, write and read reviews on each other, and create a work profile for the world to see. Flinja allows alumni to give back, while giving students the opportunity to get practical work experience, make quality contacts, build their resume and make money while still in school."
"Flomio","http://flomio.com/",,"Active","Flomio enables developers to build and deploy web apps around NFC and other RFiD technologies. We provide the key resources to create rich connected experiences in no time and with little cash. By appealing to the endless applications of RFiD, we employ an Infrastructure-As-A-Service model that monetizes on analytics, web services, and hardware."
"Foodzie","http://foodzie.com/",,"Acquired","Foodzie is a web-based social shopping experience that's taking a fresh approach to the way consumers buy artisan food. We are creating an online community that will make it easy for high-quality artisan producers to sell their products direct to consumers and for foodies not only to buy food, but to learn about and share the products they love."
"Footmarks","http://www.footmarks.com/",,"Active","The Footmarks platform is a powerful tool for engaging with your visitors and learning from the data your beacons generate. We digitize your physical space and data. The Footmarks dashboard connects the beacons in all your physical spaces to give you 24/7 insight into consumer behavior and the effectiveness of your space, merchandising and staff. facebook.com/footmarks"
"Fortified Bicycle","http://fortifiedbike.com/",,"Active","FORTIFIED Bicycle are City Proof Bike Gear."
"Fosbury","http://fosbury.co/",,"Active","Build and manage promotions for popular mobile wallets in under 5 minutes. Easy, like Sunday morning."
"Freak'n Genius","http://www.freakngenius.com/",,"Active","With Freak’n Genius, anyone can animate instantly! Freak’n Genius unlocks your inner creative child and allows you to share it with friends and family through a whimsical, magical use of the power of Kinect. We bridge across the desktop, Xbox, and mobile, giving you the ability to poke fun, have fun, and share fun with your friends, anytime, anywhere. You only need your body to animate your character. You only need your face to make them express emotions. You only need your voice to have the character speak. You can layer animation and create lively, compelling animations, all by yourself. By just being you, you can impress your friends, family, and the whole world in a matter of minutes."
"FreeTextbooks","https://freetextbooks.com/",,"Active","Our student influencers buy, rent, and sell textbooks among their peers. No bookstore needed."
"Freight Farms","http://freightfarms.com/",,"Active","Freight Farms is a scalable farming platform that can be installed anywhere, producing an acre's worth of fresh food in a retrofitted shipping container. Farming Solution for Global Food Supply."
"FullContact","http://fullcontact.com/",,"Active","FullContact’s mission is to solve the world’s contact information problem. FullContact provides a cloud-based contact management solution for businesses, developers, and individuals. Using FullContact’s Cloud Address Book, contacts can be normalized, de-duplicated, merged, and enriched with social proﬁles. Users can create custom tags and searches to easily make targeted lists. Every version of every contact is automatically updated and contacts can be shared with any platform or other users."
"GameWisp","https://gamewisp.com/",,"Active","Gaming video is a huge market containing more than 150,000 channels on YouTube broadcasting to an audience of over 300 million unique viewers per month. Currently, these gaming celebrities are limited to YouTube and Twitch advertising to monetize their audiences, requiring huge audiences and large amounts of content. GameWisp is focused on providing these gaming celebrities with new ways to monetize their content and audiences. Our first product, the Watchroom, leverages the desire of gaming video viewers to interact live with the personalities they love in order to provide the means for these gaming celebrities to monetize through tips and/or ticket sales."
"Garmentory","http://www.garmentory.com/",,"Active","Garmentory is an online destination to find unique fashion from contemporary and emerging designers. We connect fashion savvy customers to the most passionate boutique retailers and independent fashion designers in the world. Garmentory is part of the Techstars Seattle 2014."
"GeoPalz","http://geopalz.com//",,"Active","GeoPalz is the first fitness tracker that lets you “Walk to Win.” The more steps you take, the more pedpoints you get"
"GestSure","http://www.gestsure.com/",,"Active","GestSure Technologies allows surgeons to take control of their operating room. Our system provides rich, touchless gestural interfaces that allow surgeons and interventional radiologists to control the equipment around them. Our system works as a layer on top of existing PACS, 3D visualization, or electronic medical records. That means no clumsy software to install and no need to import imaging into a parallel system."
"Ginger.io","http://ginger.io/",,"Active","Ginger.io is a behavior analytics company, and spinoff of the MIT Media Lab. We use big data from mobile phones to model user behavior, and make inferences about health and wellness."
"Given Goods Company","https://givengoods.co/",,"Failed","Given Goods Company is the marketplace for beautiful, high-quality products that give back. By curating thousands of products that all make a tangible social impact, from tote bags and jewelry to home décor, Given Goods is redefining the consumer retail experience. Brands both established and emerging are feeling massive upward consumer demand for products that create meaningful social impact. Given Goods is already working with 115 brands and offering over 1,200 products and 4,500 SKUs in order to connect mainstream consumers to high-quality products that give back. Buying social impact products today is the equivalent of buying natural and organic foods 10 years ago—consumers wanted them but they were incredibly difficult to find. Whole Foods changed that. They captured an emerging yet fragmented market to create an enduring movement. Given Goods is driving the next large scale shift in consumer behavior."
"Glider","http://glider.com/",,"Acquired","Superbly enables highly-secure editing, collaboration, and version control of confidential documents from any device. Our beachhead customers are law firms who handle sensitive documents, such as corporate law, IP, venture deals, and M&A. From organization, to negotiation, to signing we take care of the entire document lifecycle and make it easier to close deals more efficiently."
"Glimr","http://www.glimr.io/",,"Active","Glimr collects offline retail data to retarget shoppers after they have left the store. Since 90% of all your purchases are still done in physical stores, the holy grail for marketeers is getting access to offline data and being able to tie it together with the online world. Our vision is to provide the missing link between the offline and online world and empower a true one-to-one relationship between retailer and customer. We use beacons to enable this link and our business model is built around advertisement. Current clients / partners: Schibsted Media Group, McDonalds, COOP, Swedavia"
"GoChime","http://www.gochime.com/",,"Active","GoChime allows brands to leverage their first-party data to run smarter and more effective social media advertising campaigns. Brands sync their email marketing and CRM services to GoChime to extend those strategies into the social sphere, primarily Facebook. This approach allows brands to automatically move customers through a specified journey or conversion funnel, reach customers who do not open or otherwise engage in email marketing, and then easily create lookalike audiences of their best customers to find more great customers outside of their own lists. GoChime customers have used the service to increase the average reach and engagement on their email lists by 3x, decrease their cost to acquire new customers by 30%, and finally reach customers on their mobile devices through GoChime’s cookie-less targeting."
"GoMiles","http://www.gomiles.com/",,"Failed","GoMiles helps you unlock the value in your frequent flyer miles and other points programs, to get things you really care about - like free travel! GoMiles aggregates all your loyalty program data into one place, and then overlays intelligence and analysis onto this data to deliver insight and to enable action."
"Gone!",,,"Active",
"Good Audience","http://www.goodaudience.com/",,"Active","Good Audience gives a step-by-step workflow to acquire fans and drive leads. Our algorithms analyze your current audience, finds more of the same people and puts you in front of segments that need to know about you. Connect with customers, start 1-to-1 conversations and build your relationship with fans. Our recommendation engine will tell you exactly who to engage with and how. Dive into analytics that prove the ROI of your social strategy. Dial in on demographics and location. See daily follower growth and how these people drive business results."
"GoodApril","http://goodapril.com/",,"Acquired","GoodApril provides online tax planning and advice to consumers. Unlike TurboTax, H&R Block, or other tax filing solutions, GoodApril provides in-year tax guidance to everyday American taxpayers. GoodApril’s “tax checkup” provides consumers with an analysis of their tax situation, measures how much they are likely to owe in the coming year as a result of new tax rules, and identifies potential tax savings opportunities."
"Good.Co","http://www.good.co/",,"Active","Fixing hiring with culture analytics"
"GoRecess","http://www.gorecess.com/",,"Active","GoRecess serves as a single platform connecting fitness enthusiasts looking for workouts and class options with gyms and studios seeking to attract new customers and fill empty seats. GoRecess provides centralized access to over 800,000 classes nationwide, and allows users to easily search by interests, schedule and location and book in real-time. GoRecess simplifies the workout discovery and booking process and provides tracking and social features to motivate users to workout and stay on track. GoRecess is fully integrated with the back-end booking platforms of thousands of studios, serving as a powerful, cost-effective marketing and yield management platform for small businesses such as yoga and pilates studios who don't have the resources or expertise to market their businesses. GoRecess has been featured in high-profile publications including Inc., Fitness Magazine, SHAPE, SELF, Real Simple, Weight Watchers, US Weekly, The Washington Post, and Martha Stewart Living, among others."
"GoSpotCheck","http://www.gospotcheck.com/",,"Active","GoSpotCheck supplies brands with real-time insights into their in-store merchandising through an innovative mobile application."
"GrabCAD","http://grabcad.com/",,"Acquired","GrabCAD is a mechanical engineering community for sharing talent, expand knowledge and collaborate, including free CAD model library and [engineering competitions platform] (http://grabcad.com/challenges). The founders Hardi Meybaum and Indrek Narusk previously ran a product development company. GrabCAD was founded in 2009. The company’s headquarters is based in Boston, USA with development team in Estonia."
"Graphicly","http://www.graphicly.com/",,"Acquired","The Graphicly platform offers automated self-publishing by converting, distributing and promoting image-based digital content across the most popular consumer mobile and eBook marketplaces including the Apple iOS Newsstand and iBookstore, Barnes & Noble NOOK Color, Amazon Kindle store, Facebook and many others, while streamlining the work flow, reducing production costs significantly and providing authors and publishers detailed real-time analytics. As the only platform that optimizes image-based content, Graphicly is uniquely poised to take advantage of the $23 billion publishing market, including the more than 300,000 self-published authors expected to produce a graphical work this year."
"Grockit","http://www.grockit.com/",,"Active","Grockit, an online test prep platform leveraging adaptive learning engine and offering social learning and game mechanics."
"Grove","http://www.grovelabs.io/",,"Active","Grove builds beautiful products to make local, healthy food accessible to everyone on the planet."
"GUST","http://www.gustlabs.com/",,"Active","We help leading brands create premium customer experiences at live music events, sports stadiums and corporate events. Our product simplifies and accelerates the deployment of wearable technology for access control and cashless payments. Our clients profit from rich data and increased efficiencies. Our technology has been used at 30 events and we have worked with strong brands including Adidas and Red Bull. We are also working with Barclaycard to explore options for the deployment of our solution."
"Haiku Deck","http://haikudeck.com/",,"Active","Haiku Deck is a simple and fun new way to create beautiful presentations on the iPad. The company was previously Giant Thinkwell, a next-generation entertainment platform for celebrities to build, engage with, and have more fun with fans online. Among other things, Giant Thinkwell developed an online game, Mix-N-Match, that featured Sir Mix-A-Lot. After participating in Seattle Startup Weekend and TechStars Seattle, the company pivoted and began developing a tool to create stunning presentations."
"Hammerhead","http://hammerhead.io/",,"Active","Hammerhead effortlessly guides you to and through great bike routes. By using intuitive light patterns to display directions and social data, we are able to dramatically cut down on the clutter of the navigation experience. And by creating cyclist-centric mapping, we are building a global network of safe bike routes with relevant, meaningful information for bikers. The future of cycling is here, and it is simply beautiful. With Hammerhead bikers can: Get from where they are to where they need to be Simply find and follow the safest bike routes Share and discover new rides with friends and community Explore the world on their bicycle Hammerhead’s founder Piet biked across the United States in 2006 as part of a trip that tragically claimed the lives of several of his Yale classmates. Several years and many miles of riding later, Piet resolved to create a good way to find safe bike routes. After building the initial Hammerhead prototype, Piet set about building a team equal to his vision. He began with his high school biking friend Laurence, then finishing his masters in Engineering at Brown. Piet then chanced upon Raveen at a hackathon in Pennsylvania, and tracked down Jon on a stopover from his travels in India. The new team moved into a one-bedroom apartment with a total budget of $15,000 on which to live and to build Hammerhead. They emerged 5 months later with a successful crowdfunding campaign that raised over $190 000 in pre orders from over 35 nations. This is the team that is going to change the face of navigation, starting with cycling."
"HaveMyShift","http://www.havemyshift.com/",,"Active","HaveMyShift is a tool that allows hourly shift workers to trade shifts online. The company is using a grassroots approach and encourages employees to sign up and trade shifts with or without the blessing of the company itself. HaveMyShift is seeing strong viral adoption in the Chicago area market where, for example, 80% of Starbucks stores there already use the application. Many of the listings offer “bonus money” to tempt others who work for the same employer to pick up a shift, and last-minute shift changes can be filled with paid emergency promotional placement. HaveMyShift makes money by taking a percentage of the bonuses offered to other workers to cover a shift. Absenteeism costs US employers more than $200M every day."
"Helloblock","https://helloblock.io/",,"Active","HelloBlock provides node hosting for both MainNet and TestNet, and give HTTPS access to Blockchain Data through a RESTful JSON API"
"Help Scout","http://www.helpscout.net/",,"Active","Brightwurks builds web applications that solve practical problems. The company is the collaborative effort of 3 partners that have been working together since 2004. Brightwurks’ first commercial web application was launched in late 2008, called FeedMyInbox. Feed My Inbox is the industry leader for RSS to email, now with 170,000 active customers and growing. In March of 2011, Brightwurks was accepted into TechStars (Boston). The application they are working on is called Help Scout, a way for teams to collaborate on email. Help Scout will be launched in 2011."
"HermesIQ","http://www.hermesiq.com/",,"Active","Machine Learning, Big Data, SaaS, Productivity Software, Health and Wellness, Analytics"
"Heroic.ly","http://beheroic.com/",,"Active","Heroic is an online marketplace that lets users share recommendations of local service providers with friends and neighbors."
"HighFive","http://highfive.me/",,"Active","HighFive is a mobile ad network based on real life activity. Apps can monetize by rewarding their users, and brands can reach their ideal consumers at just the right moment."
"Highlighter","http://highlighter.com/",,"Acquired","Highlighter aims to dramatically reduce the cost of textbooks while dramatically increasing student engagement on any online content. Highlighter’s HTML5 reader allows professors/teachers to publish PDF and ePUB documents for free, accessible on any device, with unprecedented engagement by highlighting, annotating, commenting, sharing and saving over snippets of text."
"Hollerback","moziy.com",,"Active","Moziy turns YouTube and Vimeo channels into streams and mixes them up to create a personalized, full-screen, video-watching experience."
"Hull","http://hull.io/",,"Active","Hull helps marketers create fully custom connected consumer strategies that increase loyalty, engagement, sharing and conversion and stay true to the brand's image. Hull puts an end to data silos by structuring and consolidating every customer interaction from all their campaigns and platforms into a single place, so they can discover their Customer's profiles and greatly improve segmentation and retargeting."
"Hullabalu","https://hullabalu.com/",,"Active","Hullabalu, a children’s media company, develops interactive storytelling apps for mobile devices."
"Ikkos","http://www.ikkos.com/",,"Active","Olympic coach and IKKOS inventor Sean Hutchison wanted to help his athletes achieve their dreams. Recognizing that legendary athletes win because of specific, repeatable motions, he became driven to find a better way to teach movement. Devouring scientific literature on neuroplasticity and partnering with videographers, sound designers, neuroscientists, and other experts, he invented the unique IKKOS approach to movement learning."
"ImpulseSave","http://impulsesave.com/",,"Acquired","Our goal is to make saving money as fun and rewarding as spending it. How? By giving you the ability to save anytime, anywhere, to any of your savings goals, into a secure savings account.ImpulseSave™ is here to change the way people think about and spend their own money. For too long consumers have been the victims of the ever-cunning impulse buys, now it's time to Get Your GreenBack! Company Overview We're a free banking platform that allows you to save from your mobile phone, on ecommerce sites like Amazon and much more! Description:Ready to turn your impulsebuys into ImpulseSaves? We're making saving as easy, fun and rewarding as spending. Our average users are saving over $3,000 per year, so the question really is - what will you do with $3,000?!"
"IMRSV","http://www.imrsv.com/",,"Active","IMRSV is a technology company using computer vision for real-world, real-time data analysis. IMRSV’s Cara software is a breakthrough in perceptive computing. Cara turns any webcam into an intelligent sensor enabling new methods of interacting with objects and spaces. Using a basic webcam, anyone can anonymously measure audience gender, age, attention time and glances in real world environments. Use cases include adaptive advertising, retail analytics and internet of things applications. Based in New York City with offices in Singapore, the company is privately backed by various investors."
"InboxFever","http://www.inboxfever.com/",,"Failed","InboxFever is a platform that makes it simple, quick, and affordable for anyone to build email powered applications."
"Incomparable Things Co.","http://www.incomparablethings.com/",,"Failed","Totem is a community for shared, active experiences. Our mobile app enables anyone to create or discover quests that inspire offline adventures, from summiting Kilimanjaro or surfing for the first time to simply finding a new neighborhood walk. Totem combines media and data from users’ mobile and self-tracking devices to tell new, rich stories about the adventures they participate in together or from afar. We are defined by the adventures we choose and Totem is an inspirational, discovery tool for anyone to find their next adventure. Business Model Totem is positioning itself to own the network between self-tracking and mobile device users"
"indico","http://indico.io/",,"Active","indico is building the steel mill for the next industrial revolution. We are making productivity tools for data scientists at small and medium businesses by uniquely automating parts of their workflow. Like Adobe bringing the creative suite to desktop publishing, making every designer a web developer. indico is bringing tools and workflow to machine learning, making every programmer a 10x data scientist."
"Infinit","http://www.infinit.io/",,"Active","Infinit is a fast and beautiful application that allows sending files of unlimited size in a matter of seconds."
"inRentive","http://inRentive.com",,"Active","inRentive is the back-end solution that connects multifamily property management software to front-end marketing solutions. We receive real-time, unit-level information directly from existing property management software and provide an environment for leasing professionals to enhance these listings through the addition of floor plan specific photos so they can publish to popular channels like Craigslist, Facebook and online marketing sites."
"Inside Social","http://www.insidesocial.com/",,"Active","Inside Social helps the worlds biggest brands and ecommerce companies measure how social media sharing leads to sales, signups and any other important conversion metrics. Our patent-pending share tracking technology can connect any individual social share to downstream conversions, revealing the channels, content and influencers that are most effective. We help our customers move beyond metrics such as likes, follows and reach, and focus on the metrics that matter most to their business."
"InstaGift","https://instagift.com/",,"Active","The best daily deal partner on the web. Every local publisher and organization has the necessary tools to win at daily deal marketing. Do you have an e-mail list or large online audience? Do you have contacts in the business community? Start a Deal Co-op in your city, town or neighborhood to begin monetizing those assets. Current Co-op members include Mom Groups, Dining Guides, Local Publishers, Local Bloggers, Restaurant Groups, Spa Groups, Marketing Companies and growing all the time."
"IntenseDebate","http://intensedebate.com/",,"Acquired","Intense Debate is a blog commenting system that supports Typepad, Blogger and Wordpress blogs. The system allows blog owners to track and moderate comments from one place with features like threading, comment analytics, user reputation and comment aggregation. Intense Debate offers blog readers a powerful networking system to establish reputations, link their profiles, make friends and syndicate their comments. It will create a “mini-blogging platform” that will hold commenters responsible for their comments across various blogs. I’m sure the service will help jumpstart a couple superstar commenter careers. The company is currently in private beta mode. It is also an incubating startup for TechStars. Competitors include CoComment, JS-Kit, SezWho and Tangler."
"InvitedHome","https://www.invitedhome.com/",,"Active","InvitedHome (formerly Vacation Rental Partner) is creating the next historic hospitality brand. We're bringing high quality vacation rental homes in top US resort destinations under one brand, and then raising the bar on quality and service. InvitedHome is solving the problems of inconsistent quality and the disconnect between traveler expectations and experiences through transparent marketing and process driven local maintenance and property care. We believe that vacations are essential to the soul, and this core value drives our team to provide top notch service - every time - to our owners and guests."
"Jebbit","http://www.jebbit.com/",,"Active","Jebbit is building the next generation performance ad network. Our CPCA™ ad model guarantees brand performance and rewards consumer interaction! Jebbit connects college students with companies, websites, and mobile apps they’re interested in, and pays users to further explore them. Jebbit has an innovative platform that allows college students to engage with their favorite brands on a deeper, more rewarding level. By users logging in through Facebook on the site, Jebbit is able to pull key demographics and guide students through sites that align with their interests. Users are then asked questions centered around those site’s various features or products, and for every question users answer correctly, they’re rewarded with cash. They can choose to keep the cash or multiply it and redeem it through a specific site’s store. Jebbit launched in October, 2011 and currently has users from over 750 universities worldwide earning cash on the site."
"Jintronix","http://www.jintronix.com/",,"Active","Jintronix is a Montreal-based technology start-up that takes pride in developing applications to push the boundaries of upper extremity physical rehabilitation. Jintronix is a Montreal-based technology company that takes pride in developing applications to push the bounds of human ability. Our mission is fuelled by the enormous potential of computing tools that have the ability to sharpen the tools we were born with: our minds, our senses, and the muscles at our command. We develop turn-key systems that combine cutting-edge sensory interfaces with excitin g 3D gaming content to create challenging, fun, and stimulating experiences that enhance rehabilitative therapies for conditions ranging from Stroke to Developmental Coordination Disorder. Jintronix draws on the skills of a passionate interdisciplinary team that includes physical and occupational therapists, engineers, medical researchers, game designers, and patients themselves."
"Jogg","http://joggapp.co/",,"Active","Jogg simplifies the act of acquiring video from anyone. Users can gather, edit and share much more than just video from their own device."
"Jukely","http://jukely.com/",,"Active","2-tap concert concierge. By @amotion and @xbora. Follow us for free passes to NYC shows."
"Kapost","http://kapost.com/",,"Active","Kapost is a software tool for content marketers. They started out as a service that helped media companies manage the pitching, assigning, editing and payment workflow for a large group of editorial contributors. But, Kapost now provides this software to nonmedia brands who are publishing more original editorial as part of the growing content-marketing industry."
"Kapta","http://www.kapta.com/",,"Active","Kapta is an enterprise goal management platform that lets CEOs and business leaders manage all their key strategic initiatives in one place. Kapta breaks down your company's strategic goals into specific actions and tracks measurable results. Progress rolls up into a single unified dashboard that the entire company can see. Kapta brings the best of proven methodologies like OKR, V2MOM, balanced scorecard, and agile business to mid-market companies."
"Karma","http://yourkarma.com/",,"Active","We like things simple and honest. Old providers do it with fear. We do it with Karma."
"Kato","https://kato.im/",,"Active","Kato is the messaging platform that provides real time and asynchronous communication on desktop, tablet, and mobile. You can search all history across text, voice, and video as well as run in-depth analytics over the resulting organizational memory."
"KB Labs","no website found",,"Failed","Simply put, KB Labs “specializes in building successful Facebook applications.” The company plans to earn revenue from targeted advertising and high page views. KB Labs has experienced success with their Facebook application development thus far: all their recent Facebook apps gained thousands of users within days of launch. KB Labs is a TechStars company."
"Keebitz","http://www.keebitz.com/",,"Active","Keebitz automates referral marketing for dentists."
"Keen Home","http://www.keenhome.io/",,"Active","Connected devices for the home"
"Keen.io","http://keen.io/",,"Active","The custom analytics backend for modern developers. We’re doing for analytics what SendGrid did for transactional email, Twilio did for telephony, and AWS did for the datacenter: reduce upfront cost to zero, put it behind an API, and make it pay-as-you-go. Super useful for developers making web, mobile, and especially Internet of Things applications requiring highly custom analytics."
"Kimetric","http://www.kimetric.com/",,"Active","Kimetric is a revolutionary technology"
"Kinvey","http://www.kinvey.com/",,"Active","Kinvey (pronounced Kin-vey, like convey) is the first Backend as a Service that makes it ridiculously easy for developers to setup and operate a cloud backend for their mobile, tablet and web apps. Our service lets app developers spend 100% of their time on their mobile application. They don’t have to worry about connecting to various cloud services, setting up servers for their backend, or maintaining and scaling them. With Kinvey, developers just model their cloud backend needs and we auto-generate all the APIs they would need to access their data from any mobile, web or computing platform. Developers then grab their APIs, and connect to them directly or through native iOS, Android, JavaScript, etc., libraries that we provide. We call it Backend as a Service. Kinvey was founded in 2010 and is based in Cambridge, MA"
"Klooff","http://www.klooff.com/",,"Active","Klooff is a TechStars NYC 2013 Company. Klooff is the Internet’s first user-generated pet channel. Our community of passionate pet owners post amazing photos of their pets to a massive audience. Some milestones: 1 Million likes on Facebook Time Inc. Top 10 NYC Startups to Watch for 2013 1st Place: Latinos in Tech by Google 2012 Graduates of Start-up Chile 2012"
